image_name;x_min;y_min;x_max;y_max;sign_type
image-31.jpg;525;1350;600;1425;DRUGI
image-32.jpg;225;75;300;150;OPASNOST
image-32.jpg;600;1350;675;1425;OPASNOST
image-32.jpg;1125;75;1200;150;OPASNOST
image-33.jpg;0;1350;75;1425;OPASNOST
image-34.jpg;750;225;825;300;OPASNOST
image-34.jpg;750;750;825;825;OPASNOST
image-35.jpg;0;1350;75;1425;OPASNOST
image-35.jpg;525;1275;600;1350;OPASNOST
image-35.jpg;1350;525;1425;600;DRUGI
image-35.jpg;1350;600;1425;675;DRUGI
image-36.jpg;75;525;150;600;DRUGI
image-36.jpg;1050;1050;1125;1125;OBAVEZNO_KRETANJE
image-37.jpg;675;975;750;1050;DRUGI
image-37.jpg;825;825;900;900;OBAVEZNO_KRETANJE
image-38.jpg;1350;525;1425;600;OPASNOST
image-39.jpg;0;1125;75;1200;OPASNOST
image-39.jpg;300;1275;375;1350;OPASNOST
image-4.jpg;0;1125;75;1200;DRUGI
image-4.jpg;225;1125;300;1200;DRUGI
image-4.jpg;1275;450;1350;525;OPASNOST
image-4.jpg;1275;525;1350;600;OPASNOST
image-4.jpg;1350;375;1425;450;OPASNOST
image-4.jpg;1350;450;1425;525;OPASNOST
image-4.jpg;1350;525;1425;600;OPASNOST
image-43.jpg;900;450;975;525;DRUGI
image-43.jpg;1125;525;1200;600;DRUGI
image-45.jpg;225;1200;300;1275;OPASNOST
image-45.jpg;300;975;375;1050;OPASNOST
image-45.jpg;825;975;900;1050;OPASNOST
image-45.jpg;900;750;975;825;OPASNOST
image-46.jpg;1050;450;1125;525;DRUGI
image-47.jpg;525;1050;600;1125;OPASNOST
image-48.jpg;75;225;150;300;DRUGI
image-48.jpg;150;225;225;300;DRUGI
image-50.jpg;0;375;75;450;DRUGI
image-50.jpg;225;675;300;750;DRUGI
image-50.jpg;225;900;300;975;OBAVEZNO_KRETANJE
image-50.jpg;600;1200;675;1275;OPASNOST
image-50.jpg;675;1275;750;1350;OPASNOST
image-50.jpg;750;1275;825;1350;OPASNOST
image-51.jpg;375;1350;450;1425;DRUGI
image-53.jpg;0;1125;75;1200;OPASNOST
image-53.jpg;0;1200;75;1275;DRUGI
image-53.jpg;150;975;225;1050;OPASNOST
image-53.jpg;525;900;600;975;OPASNOST
image-54.jpg;225;75;300;150;OBAVEZNO_KRETANJE
image-54.jpg;525;525;600;600;DRUGI
image-54.jpg;600;225;675;300;DRUGI
image-54.jpg;675;225;750;300;OPASNOST
image-54.jpg;750;525;825;600;OPASNOST
image-55.jpg;225;1125;300;1200;OPASNOST
image-55.jpg;675;75;750;150;OPASNOST
image-55.jpg;825;1350;900;1425;OPASNOST
image-56.jpg;75;1050;150;1125;OPASNOST
image-56.jpg;675;0;750;75;DRUGI
image-58.jpg;1200;375;1275;450;DRUGI
image-58.jpg;1275;525;1350;600;OPASNOST
image-58.jpg;1350;225;1425;300;OPASNOST
image-58.jpg;1350;525;1425;600;OPASNOST
image-59.jpg;1350;150;1425;225;DRUGI
image-60.jpg;225;1050;300;1125;DRUGI
image-61.jpg;0;1200;75;1275;OPASNOST
image-61.jpg;225;1350;300;1425;DRUGI
image-61.jpg;300;1350;375;1425;DRUGI
image-61.jpg;525;1200;600;1275;OPASNOST
image-62.jpg;0;900;75;975;DRUGI
image-62.jpg;75;900;150;975;OPASNOST
image-62.jpg;75;975;150;1050;OPASNOST
image-62.jpg;150;900;225;975;OPASNOST
image-62.jpg;150;1125;225;1200;DRUGI
image-62.jpg;525;825;600;900;OPASNOST
image-62.jpg;900;675;975;750;OPASNOST
image-62.jpg;1350;450;1425;525;OPASNOST
image-63.jpg;0;750;75;825;OPASNOST
image-63.jpg;150;450;225;525;DRUGI
image-63.jpg;225;675;300;750;OPASNOST
image-63.jpg;750;975;825;1050;OPASNOST
image-64.jpg;300;1350;375;1425;DRUGI
image-64.jpg;750;450;825;525;OBAVEZNO_KRETANJE
image-65.jpg;0;1125;75;1200;OPASNOST
image-65.jpg;150;1200;225;1275;DRUGI
image-65.jpg;225;1200;300;1275;OPASNOST
image-65.jpg;1050;600;1125;675;DRUGI
image-65.jpg;1200;525;1275;600;OPASNOST
image-66.jpg;0;900;75;975;OPASNOST
image-66.jpg;750;450;825;525;OPASNOST
image-66.jpg;900;150;975;225;DRUGI
image-66.jpg;975;600;1050;675;OPASNOST
image-67.jpg;0;1050;75;1125;OPASNOST
image-67.jpg;0;1200;75;1275;DRUGI
image-67.jpg;0;1275;75;1350;DRUGI
image-67.jpg;75;975;150;1050;OPASNOST
image-67.jpg;75;1200;150;1275;OPASNOST
image-67.jpg;75;1275;150;1350;DRUGI
image-67.jpg;150;1200;225;1275;DRUGI
image-67.jpg;225;900;300;975;OPASNOST
image-67.jpg;225;1050;300;1125;OPASNOST
image-67.jpg;225;1125;300;1200;OPASNOST
image-67.jpg;375;1050;450;1125;DRUGI
image-67.jpg;375;1125;450;1200;OPASNOST
image-67.jpg;375;1275;450;1350;DRUGI
image-67.jpg;450;1050;525;1125;OPASNOST
image-67.jpg;1125;525;1200;600;DRUGI
image-69.jpg;1275;600;1350;675;OPASNOST
image-74.jpg;0;1275;75;1350;DRUGI
image-75.jpg;1275;1275;1350;1350;DRUGI
image-76.jpg;0;1125;75;1200;OPASNOST
image-76.jpg;0;1275;75;1350;DRUGI
image-76.jpg;75;975;150;1050;DRUGI
image-76.jpg;75;1125;150;1200;DRUGI
image-76.jpg;75;1275;150;1350;DRUGI
image-76.jpg;150;1200;225;1275;OPASNOST
image-76.jpg;225;1125;300;1200;DRUGI
image-76.jpg;300;150;375;225;OPASNOST
image-76.jpg;300;1050;375;1125;DRUGI
image-76.jpg;450;1200;525;1275;DRUGI
image-76.jpg;1050;525;1125;600;DRUGI
image-76.jpg;1275;300;1350;375;OPASNOST
image-77.jpg;675;600;750;675;OPASNOST
image-77.jpg;750;675;825;750;OPASNOST
image-78.jpg;600;525;675;600;OPASNOST
image-79.jpg;0;975;75;1050;DRUGI
image-79.jpg;1275;225;1350;300;DRUGI
image-79.jpg;1275;300;1350;375;DRUGI
image-80.jpg;0;900;75;975;OPASNOST
image-80.jpg;0;975;75;1050;DRUGI
image-80.jpg;0;1050;75;1125;OPASNOST
image-80.jpg;0;1125;75;1200;DRUGI
image-80.jpg;0;1200;75;1275;DRUGI
image-80.jpg;75;825;150;900;OPASNOST
image-80.jpg;75;900;150;975;DRUGI
image-80.jpg;75;975;150;1050;DRUGI
image-80.jpg;75;1050;150;1125;DRUGI
image-80.jpg;75;1125;150;1200;DRUGI
image-80.jpg;75;1200;150;1275;DRUGI
image-80.jpg;75;1275;150;1350;DRUGI
image-80.jpg;150;900;225;975;OPASNOST
image-80.jpg;150;975;225;1050;DRUGI
image-80.jpg;150;1125;225;1200;DRUGI
image-80.jpg;225;900;300;975;OPASNOST
image-80.jpg;225;1350;300;1425;DRUGI
image-80.jpg;300;975;375;1050;DRUGI
image-80.jpg;300;1050;375;1125;DRUGI
image-80.jpg;375;1275;450;1350;DRUGI
image-80.jpg;450;975;525;1050;DRUGI
image-80.jpg;1200;375;1275;450;DRUGI
image-80.jpg;1275;375;1350;450;DRUGI
image-81.jpg;75;1200;150;1275;DRUGI
image-81.jpg;75;1350;150;1425;DRUGI
image-81.jpg;150;1275;225;1350;OPASNOST
image-81.jpg;225;900;300;975;OPASNOST
image-81.jpg;225;975;300;1050;OPASNOST
image-81.jpg;300;975;375;1050;OPASNOST
image-81.jpg;375;1050;450;1125;DRUGI
image-82.jpg;150;750;225;825;OPASNOST
image-82.jpg;375;150;450;225;OBAVEZNO_KRETANJE
image-82.jpg;525;150;600;225;DRUGI
image-82.jpg;525;450;600;525;OBAVEZNO_KRETANJE
image-82.jpg;900;675;975;750;DRUGI
image-83.jpg;0;975;75;1050;DRUGI
image-83.jpg;150;1200;225;1275;OPASNOST
image-83.jpg;1200;375;1275;450;OPASNOST
image-84.jpg;1275;675;1350;750;OPASNOST
image-85.jpg;375;900;450;975;DRUGI
image-86.jpg;300;1200;375;1275;OPASNOST
image-86.jpg;750;1200;825;1275;OPASNOST
image-88.jpg;525;150;600;225;DRUGI
image-89.jpg;0;1350;75;1425;DRUGI
image-9.jpg;150;825;225;900;OPASNOST
image-9.jpg;300;1275;375;1350;OPASNOST
image-9.jpg;375;900;450;975;DRUGI
image-9.jpg;450;1275;525;1350;OPASNOST
image-90.jpg;225;1350;300;1425;DRUGI
image-90.jpg;675;1350;750;1425;OPASNOST
image-91.jpg;1350;900;1425;975;OPASNOST
image-92.jpg;975;375;1050;450;OPASNOST
image-93.jpg;0;825;75;900;OPASNOST
image-93.jpg;0;900;75;975;OPASNOST
image-93.jpg;0;1125;75;1200;OPASNOST
image-93.jpg;75;825;150;900;OPASNOST
image-93.jpg;225;825;300;900;OPASNOST
image-93.jpg;375;375;450;450;OPASNOST
image-95.jpg;300;1350;375;1425;DRUGI
image-97.jpg;0;1125;75;1200;OPASNOST
image-97.jpg;150;1350;225;1425;DRUGI
image-97.jpg;375;1350;450;1425;OPASNOST
image-97.jpg;1350;1275;1425;1350;OPASNOST
image-98.jpg;0;1275;75;1350;OPASNOST
image-98.jpg;75;1275;150;1350;OPASNOST
image-98.jpg;150;1350;225;1425;DRUGI
image-98.jpg;225;1200;300;1275;DRUGI
image-98.jpg;450;1050;525;1125;DRUGI
image-98.jpg;900;225;975;300;ZABRANA
